id,name,link,immunity_condition,immunity_damage,def,hits,habitat,exp,speed,resist,saving,debility,languages,feels,skill_bonus,source,strength,dexterity,constitution,intelligence,wisdom,charisma,brief_inf
2513,Теневой демон [Shadow demon],https://dnd.su/bestiary/74-shadow-demon/,"сбивание с ног?, паралич?, отравление?, опутанность?, окаменение?, истощение?, захват?","холод, электричество, яд",13,66 (12к8 + 12) ,,4 (1100 опыта),"30 футов, летая 30 футов","звук, кислота, некротическая энергия, огонь; дробящий, колющий, рубящий от немагических атак","Лов +5, Хар +4",излучение,"Бездны, Телепатия 120 фт.","тёмное зрение? 120 футов, пассивное Восприятие 11",+2 ,«Monster manual»,"[1, -5]","[17, 3]","[12, 1]","[14, 2]","[13, 1]","[14, 2]","Среднее? Исчадие (демон), хаотично-злое"
2514,Трензия [Trenzia],https://dnd.su/bestiary/6228-trenzia/,"сбивание с ног?, испуг?, паралич?, очарование?, отравление?","холод, электричество, яд",13,40 (9к4 + 18) ,,4 (1100 опыта),"0 футов, летая 40 футов (парит)","некротическая энергия, огонь, электричество; колющий",,,Общий,"тёмное зрение? 60 футов, пассивное Восприятие 12",+2 ,«Waterdeep: Dungeon of the Mad Mage»,"[1, -5]","[17, 3]","[14, 2]","[16, 3]","[10, 0]","[11, 0]","Крошечная? Нежить, нейтрально-злая, именной НИП"
2515,Талис Белая [Talis the White],https://dnd.su/bestiary/3338-talis-the-white/,,,18,58 (9к8 + 18) ,,5 (1800 опыта),30 футов,,"Мдр +6, Хар +6",,"Общий, Драконий, Инфернальный, Эльфийский","тёмное зрение? 60 футов, пассивное Восприятие 16",+3 ,«Hoard of the Dragon Queen»,"[14, 2]","[12, 1]","[14, 2]","[10, 0]","[16, 3]","[16, 3]","Средний? Гуманоид (полуэльф), законно-злой, именной НИП"
2516,Танарукк [Tanarukk],https://dnd.su/bestiary/7045-tanarukk/,,,14,95 (10к8 + 50) ,"горы, подземье, холмы",5 (1800 опыта),30 футов,"огонь, яд",,,"Общий, Бездны","тёмное зрение? 60 футов, пассивное Восприятие 12",+3 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[18, 4]","[13, 1]","[20, 5]","[9, -1]","[9, -1]","[9, -1]","Среднее? Исчадие (демон), обычно хаотично-злое"
2517,Теневой вурдалак [Shadowghast],https://dnd.su/bestiary/7410-shadowghast/,"истощение?, отравление?, очарование?",яд,15,49 (9к8 + 9) ,,5 (1800 опыта),35 футов,некротическая энергия,,,,"тёмное зрение? 60 футов, пассивное Восприятие 13",+3 ,«Explorer's Guide to Wildemount»,"[14, 2]","[20, 5]","[12, 1]","[12, 1]","[11, 0]","[8, -1]","Средняя? Нежить, хаотично-злая"
2518,Теризинозавр [Therizinosaurus],https://dnd.su/bestiary/5975-therizinosaurus/,,,14,104 (11к12 + 33) ,,5 (1800 опыта),30 футов,,,,,пассивное Восприятие 10,+3 ,«Adventurers League»,"[19, 4]","[10, 0]","[17, 3]","[2, -4]","[11, 0]","[7, -2]","Огромный? Зверь, без мировоззрения"
2519,Теризинозавр зомби [Therizinosaurus Zombie],https://dnd.su/bestiary/6002-therizinosaurus-zombie/,отравление?,яд,12,104 (11к12 + 33) ,,5 (1800 опыта),20 футов,,,,,"тёмное зрение? 60 футов, пассивное Восприятие 8",+3 ,«Adventurers League»,"[19, 4]","[7, -2]","[17, 3]","[2, -4]","[7, -2]","[4, -3]","Огромная? Нежить, без мировоззрения"
2520,Титанотерий [Titanothere],https://dnd.su/bestiary/12269-titanothere/,,,16,136 (13к12 + 52) ,,5 (1800 опыта),50 футов,,,,,пассивное Восприятие 11,+3 ,«Bigby Presents: Glory of the Giants»,"[25, 7]","[10, 0]","[19, 4]","[2, -4]","[12, 1]","[6, -2]","Огромный? Зверь, без мировоззрения"
2521,Тлакатеколо [Tlacatecolo],https://dnd.su/bestiary/8400-tlacatecolo/,отравление?,,13,78 (12к8 + 24) ,,5 (1800 опыта),"30 футов, летая 30 футов","холод, яд","Лов +6, Тел +5",,"Общий, Бездны","тёмное зрение? 120 футов, пассивное Восприятие 15",+3 ,«Journeys through the Radiant Citadel»,"[12, 1]","[17, 3]","[14, 2]","[10, 0]","[15, 2]","[10, 0]","Среднее? Исчадие (Демон), обычно нейтрально-злое"
2522,Тлинкалли [Tlincalli],https://dnd.su/bestiary/7047-tlincalli/,,,15,85 (10к10 + 30) ,пустыня,5 (1800 опыта),40 футов,,,,Язык Тлинкалли,"тёмное зрение? 60 футов, пассивное Восприятие 14",+3 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[16, 3]","[13, 1]","[16, 3]","[8, -1]","[12, 1]","[8, -1]","Большой? Монстр, обычно нейтрально-злой"
2523,Трааг Драконид [Traag Draconian],https://dnd.su/bestiary/10299-traag-draconian/,"испуг?, очарование?",,14,68 (8к10 + 24) ,,5 (1800 опыта),40 футов,,"Сил +8, Тел +6",,"Общий, Драконий","тёмное зрение? 60 футов, пассивное Восприятие 9",+3 ,«Monstrous Compendium Vol 2: Dragonlance Creatures»,"[21, 5]","[10, 0]","[17, 3]","[6, -2]","[8, -1]","[9, -1]","Большой? Монстр, хаотично-злой"
2524,Три-крин мистик [Thri-kreen Mystic],https://dnd.su/bestiary/8883-thri-kreen-mystic/,,,15,99 (18к8 + 18) ,,5 (1800 опыта),30 футов,,,,"Три-кринский, Телепатия 60 фт.","тёмное зрение? 60 футов, пассивное Восприятие 16",+3 ,«Spelljammer: Adventures in Space»,"[12, 1]","[15, 2]","[13, 1]","[12, 1]","[16, 3]","[10, 0]","Средний? Монстр, любое мировоззрение"
2525,Трицератопс [Triceratops],https://dnd.su/bestiary/93-triceratops/,,,13,95 (10к12 + 30) ,луг,5 (1800 опыта),50 футов,,,,,пассивное Восприятие 10,+3 ,«Monster manual»,"[22, 6]","[9, -1]","[17, 3]","[2, -4]","[11, 0]","[5, -3]","Огромный? Зверь, без мировоззрения"
2526,Трицератопс зомби [Triceratops Zombie],https://dnd.su/bestiary/6004-triceratops-zombie/,отравление?,яд,12,95 (10к12 + 30) ,,5 (1800 опыта),40 футов,,,,,"тёмное зрение? 60 футов, пассивное Восприятие 8",+3 ,«Adventurers League»,"[22, 6]","[6, -2]","[17, 3]","[1, -5]","[6, -2]","[5, -3]","Огромная? Нежить, без мировоззрения"
2527,Тролль [Troll],https://dnd.su/bestiary/304-troll/,,,15,84 (8к10 + 40) ,"арктика, болото, горы, лес, подземье, холмы",5 (1800 опыта),30 футов,,,,Великаний,"тёмное зрение? 60 футов, пассивное Восприятие 12",+3 ,«Monster manual»,"[18, 4]","[13, 1]","[20, 5]","[7, -2]","[9, -1]","[7, -2]","Большой? Великан, хаотично-злой"
2528,Топола [Topolah],https://dnd.su/bestiary/9260-topolah/,,,12,40 (9к8) ,город,6 (2300 опыта),30 футов,,,,Все,пассивное Восприятие 11,+3 ,«Spelljammer: Adventures in Space»,"[9, -1]","[14, 2]","[11, 0]","[17, 3]","[12, 1]","[11, 0]","Средний? Гуманоид, хаотично-добрый, именной НИП"
2529,Туманный скиталец [Mist Hulk],https://dnd.su/bestiary/12249-mist-hulk/,"истощение?, опутанность?, отравление?, паралич?",яд,15,94 (9к10 + 45) ,,6 (2300 опыта),"0 футов, летая 40 футов (парит)",звук,"Тел +8, Мдр +4, Хар +6",,"Ауран, Великаний",пассивное Восприятие 14,+3 ,«Bigby Presents: Glory of the Giants»,"[18, 4]","[21, 5]","[20, 5]","[11, 0]","[13, 1]","[16, 3]","Большой? Элементаль, обычно хаотично-нейтральный"
2530,Тысячезуб [Thousand Teeth],https://dnd.su/bestiary/7570-thousand-teeth/,,,12,93 (11к10 + 33) ,,6 (2300 опыта),"30 футов, плавая 50 футов",,"Сил +7, Тел +6",,,пассивное Восприятие 10,+3 ,«Ghosts of Saltmarsh»,"[19, 4]","[10, 0]","[17, 3]","[2, -4]","[10, 0]","[7, -2]","Большой? Монстр, нейтрально-злой, именной НИП"
2531,Телоглот [Bodytaker],https://dnd.su/bestiary/6851-bodytaker/,"испуг?, ослепление?, очарование?, сбивание с ног?",,16,92 (8к12 + 40) ,,7 (2900 опыта),"10 футов, плавая 10 футов, лазая 10 футов",,,яд,"Глубинная речь, Телепатия 120 фт.","слепое зрение? 120 футов (слеп за пределами этого радиуса), пассивное Восприятие 12",+3 ,«Van Richten's Guide to Ravenloft»,"[18, 4]","[8, -1]","[20, 5]","[14, 2]","[14, 2]","[18, 4]",Огромное? Растение
2532,Теросская химера [Theran Chimera],https://dnd.su/bestiary/7180-theran-chimera/,,,15,95 (10к10 + 40) ,,7 (2900 опыта),"30 футов, летая 60 футов",,"Тел +7, Мдр +5",,"Понимает Драконий, но не может говорить","тёмное зрение? 60 футов, пассивное Восприятие 15",+3 ,«Mythic Odysseys of Theros»,"[18, 4]","[13, 1]","[19, 4]","[3, -4]","[14, 2]","[10, 0]","Большой? Монстр, без мировоззрения"
2533,Тикси Токворт [Tixie Tockworth],https://dnd.su/bestiary/12692-tixie-tockworth/,,,17,75 (10к6 + 40) ,,7 (2900 опыта),30 футов,,"Инт +6, Мдр +2",,"Общий, Гномий, Подземный, Терран","истинное зрение? 60 футов, пассивное Восприятие 12",+3 ,«Keys from the Golden Vault»,"[16, 3]","[13, 1]","[18, 4]","[17, 3]","[9, -1]","[10, 0]","Маленький? Гуманоид (гном), хаотично-злой, именной НИП"
2534,Титанозавр [Titanosaurus],https://dnd.su/bestiary/5976-titanosaurus/,,,17,201 (13к20 + 65) ,,7 (2900 опыта),30 футов,,Тел +8,,,пассивное Восприятие 10,+3 ,«Adventurers League»,"[30, 10]","[7, -2]","[20, 5]","[2, -4]","[10, 0]","[7, -2]","Громадный? Зверь, без мировоззрения"
2535,Титанозавр зомби [Titanosaurus Zombie],https://dnd.su/bestiary/6003-titanosaurus-zombie/,отравление?,яд,15,201 (13к20 + 65) ,,7 (2900 опыта),20 футов,,Тел +8,,,"тёмное зрение? 60 футов, пассивное Восприятие 7",+3 ,«Adventurers League»,"[30, 10]","[3, -4]","[20, 5]","[1, -5]","[5, -3]","[4, -3]","Громадная? Нежить, без мировоззрения"
2536,Три-крин гладиатор [Thri-kreen Gladiator],https://dnd.su/bestiary/8881-thri-kreen-gladiator/,испуг?,,17,142 (19к8 + 57) ,,7 (2900 опыта),30 футов,,"Сил +7, Лов +7, Мдр +5",,"Три-кринский, Телепатия 60 фт.","тёмное зрение? 60 футов, пассивное Восприятие 15",+3 ,«Spelljammer: Adventures in Space»,"[18, 4]","[18, 4]","[16, 3]","[10, 0]","[15, 2]","[11, 0]","Средний? Монстр, любое мировоззрение"
2537,Телепатический Пентакль [Telepathic Pentacle],https://dnd.su/bestiary/5814-telepathic-pentacle/,,,15,172 (15к12 + 75) ,,8 (3900 опыта),"30 футов, плавая 30 футов, лазая 30 футов",,,,,"тёмное зрение? 60 футов, пассивное Восприятие 16",+3 ,«Icewind Dale: Rime of the Frostmaiden»,"[20, 5]","[12, 1]","[20, 5]","[2, -4]","[10, 0]","[7, -2]","Огромная? Аберрация, без мировоззрения"
2538,Тираннозавр зомби [Tyrannosaurus Zombie],https://dnd.su/bestiary/6017-tyrannosaurus-zombie/,отравление?,яд,11,136 (13к12 + 52) ,,8 (3900 опыта),40 футов,,,,,"тёмное зрение? 60 футов, пассивное Восприятие 8",+3 ,«Tomb of Annihilation»,"[25, 7]","[6, -2]","[19, 4]","[1, -5]","[3, -4]","[5, -3]","Огромная? Нежить, без мировоззрения"
2539,Тираннозавр рекс [Tyrannosaurus rex],https://dnd.su/bestiary/91-tyrannosaurus-rex/,,,13,136 (13к12 + 52) ,луг,8 (3900 опыта),50 футов,,,,,пассивное Восприятие 14,+3 ,«Monster manual»,"[25, 7]","[10, 0]","[19, 4]","[2, -4]","[12, 1]","[9, -1]","Огромный? Зверь, без мировоззрения"
2540,Торбит [Torbit],https://dnd.su/bestiary/6210-torbit/,,,15,78 (12к8 + 24) ,,8 (3900 опыта),"20 футов, плавая 40 футов",яд,"Лов +6, Инт +4",,"Воровской жаргон, Язык Жаболюдов",пассивное Восприятие 13,+3 ,«Waterdeep: Dungeon of the Mad Mage»,"[11, 0]","[16, 3]","[14, 2]","[13, 1]","[11, 0]","[10, 0]","Средний? Гуманоид (жаболюд), хаотично-злой, именной НИП"
2541,"Тритон, повелитель волн [Triton Master of Waves]",https://dnd.su/bestiary/7209-triton-master-of-waves/,,,15,105 (14к8 + 42) ,,8 (3900 опыта),"30 футов, плавая 30 футов","огонь, холод","Лов +3, Инт +3, Хар +7",,"Общий, Первичный","тёмное зрение? 60 футов, пассивное Восприятие 11",+3 ,«Mythic Odysseys of Theros»,"[16, 3]","[11, 0]","[16, 3]","[10, 0]","[12, 1]","[19, 4]","Средний? Гуманоид (тритон), нейтральный"
2542,Трупоцвет [Corpse Flower],https://dnd.su/bestiary/6576-corpse-flower/,"глухота?, ослепление?, отравление?",,12,127 (15к10 + 45) ,"болото, город, лес",8 (3900 опыта),"20 футов, лазая 20 футов",,,,,"слепое зрение? 120 футов (слеп за пределами этого радиуса), пассивное Восприятие 12",+3 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[14, 2]","[14, 2]","[16, 3]","[7, -2]","[15, 2]","[3, -4]","Большое? Растение, обычно хаотично-злое"
2543,Тёмный страж [Blackguard],https://dnd.su/bestiary/6480-blackguard/,,,18,119 (14к8 + 56) ,"город, подземье",8 (3900 опыта),30 футов,,"Мдр +5, Хар +5",,"Любой язык, обычно Общий.",пассивное Восприятие 12,+3 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[18, 4]","[11, 0]","[18, 4]","[11, 0]","[14, 2]","[15, 2]","Средний? Гуманоид (паладин), обычно нейтрально-злой"
2544,Ташлин Яфира [Tashlyn Yafeera],https://dnd.su/bestiary/5294-tashlyn-yafeera/,,,18,149 (23к8 + 46) ,,9 (5000 опыта),30 футов,,"Сил +8, Тел +6",,Общий,пассивное Восприятие 16,+4 ,«Waterdeep: Dragon Heist»,"[18, 4]","[15, 2]","[14, 2]","[10, 0]","[14, 2]","[12, 1]","Средний? Гуманоид (человек), нейтральный, именной НИП"
2545,Твад Подпиво [Thwad Underbrew],https://dnd.su/bestiary/6170-thwad-underbrew/,,,18,143 (22к8 + 44) ,,9 (5000 опыта),30 футов,яд,"Сил +9, Тел +9",,"Общий, Дварфийский","тёмное зрение? 60 футов, пассивное Восприятие 16",+4 ,«Waterdeep: Dungeon of the Mad Mage»,"[20, 5]","[15, 2]","[14, 2]","[10, 0]","[14, 2]","[12, 1]","Средний? Гуманоид (щитовой дварф), хаотично-злой, именной НИП"
2546,Теневой ужас [Shadow Horror],https://dnd.su/bestiary/11860-shadow-horror/,испуг?,,13,120 (16к10 + 32) ,,9 (5000 опыта),40 футов,,,излучение,,"тёмное зрение? 120 футов, пассивное Восприятие 17",+4 ,«Guildmasters' guide to Ravnica»,"[12, 1]","[16, 3]","[14, 2]","[2, -4]","[17, 3]","[18, 4]","Большая? Аберрация, нейтрально-злая"
2547,Тень убийца [Shadow assassin],https://dnd.su/bestiary/5389-shadow-assassin/,"окаменение?, опутанность?, отравление?, сбивание с ног?, захват?, паралич?, испуг?, истощение?","некротическая энергия, яд",14,78 (12к8 + 24) ,,9 (5000 опыта),40 футов,"звук, кислота, огонь, холод, электричество; дробящий, колющий, рубящий от немагических атак","Лов +8, Инт +5",излучение,,"тёмное зрение? 60 футов, пассивное Восприятие 19",+4 ,«Waterdeep: Dungeon of the Mad Mage»,"[6, -2]","[19, 4]","[14, 2]","[13, 1]","[12, 1]","[14, 2]","Средняя? Нежить, хаотично-злая"
2548,Трент [Treant],https://dnd.su/bestiary/302-treant/,,,16,138 (12к12 + 60) ,лес,9 (5000 опыта),30 футов,"дробящий, колющий",,огонь,"Общий, Друидический, Сильван, Эльфийский",пассивное Восприятие 13,+4 ,«Monster manual»,"[23, 6]","[8, -1]","[21, 5]","[12, 1]","[16, 3]","[12, 1]","Огромное? Растение, хаотично-доброе"
2549,Трент нежить [Undead Tree],https://dnd.su/bestiary/6451-undead-tree/,,,16,138 (12к12 + 60) ,,9 (5000 опыта),30 футов,"некротическая энергия; дробящий, колющий",,огонь,"Общий, Друидический, Сильван, Эльфийский",пассивное Восприятие 13,+4 ,«Baldur's Gate: Descent Into Avernus»,"[23, 6]","[8, -1]","[21, 5]","[12, 1]","[16, 3]","[12, 1]","Огромная? Нежить, хаотично-добрая"
2550,Турланг [Turlang],https://dnd.su/bestiary/5615-turlang/,,,16,200 (12к12 + 122) ,,9 (5000 опыта),30 футов,"дробящий, колющий",,огонь,"Общий, Друидический, Сильван, Эльфийский",пассивное Восприятие 13,+4 ,«Storm King's Thunder»,"[23, 6]","[8, -1]","[21, 5]","[12, 1]","[16, 3]","[12, 1]","Огромное? Растение, хаотично-доброе, именной НИП"
2551,Ткач теней [Darkweaver],https://dnd.su/bestiary/13084-darkweaver/,,,16,149 (23к8 + 46) ,,10 (5900 опыта),"50 футов, лазая 50 футов",,"Лов +7, Мдр +6",,"Бездны, Глубинная речь, Телепатия 120 фт.","тёмное зрение? 120 футов, пассивное Восприятие 16",+4 ,«Planescape: Adventures in the Multiverse»,"[10, 0]","[17, 3]","[14, 2]","[17, 3]","[14, 2]","[15, 2]","Средняя? Аберрация, хаотично-злая"
2552,Тлексолотль [Tlexolotl],https://dnd.su/bestiary/8404-tlexolotl/,"окаменение?, отравление?, паралич?","огонь, яд",15,104 (11к12 + 33) ,,10 (5900 опыта),40 футов,,,,Игнан,"тёмное зрение? 120 футов, пассивное Восприятие 11, чувство вибрации? 120 футов",+4 ,«Journeys through the Radiant Citadel»,"[25, 7]","[10, 0]","[17, 3]","[7, -2]","[13, 1]","[9, -1]","Огромный? Элементаль, обычно нейтральный"
2553,Торогар Стальной Кулак [Torogar Steelfist],https://dnd.su/bestiary/6434-torogar-steelfist/,,,17,168 (16к10 + 80) ,,11 (7200 опыта),40 футов,,"Сил +11, Тел +9",,"Общий, Бездны","тёмное зрение? 60 футов, пассивное Восприятие 9",+4 ,«Baldur's Gate: Descent Into Avernus»,"[25, 7]","[17, 3]","[20, 5]","[8, -1]","[9, -1]","[16, 3]","Большой? Монстр, законно-злой, именной НИП"
2554,Тролль-дух  [Spirit troll],https://dnd.su/bestiary/7055-spirit-troll/,"окаменение?, опутанность?, сбивание с ног?, захват?, паралич?, истощение?, бессознательность?",,17,130 (20к10 + 20) ,"болото, лес, побережье, подземье",11 (7200 опыта),30 футов,"кислота, огонь, холод; дробящий, колющий, рубящий от немагических атак","Мдр +5, Хар +2",,Великаний,"тёмное зрение? 60 футов, пассивное Восприятие 13",+4 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[1, -5]","[17, 3]","[13, 1]","[8, -1]","[9, -1]","[16, 3]","Большой? Великан, обычно хаотично-злой"
2555,"Туманный великан [Giant, Fog]",https://dnd.su/bestiary/17363-giant-fog/,,,16,200 (16к12 + 96) ,,11 (7200 опыта),40 футов,,"Тел +10, Мдр +7, Хар +7",,"Общий, Великаний",пассивное Восприятие 17,+4 ,«Mordenkainen's Fiendish Folio Vol 1»,"[27, 8]","[10, 0]","[22, 6]","[12, 1]","[16, 3]","[16, 3]","Огромный? Великан, нейтрально-злой"
2556,Траксигор [Traxigor],https://dnd.su/bestiary/6418-traxigor/,,,12,99 (18к8 + 18) ,,12 (8400 опыта),30 футов,"дробящий, колющий, рубящий от немагических атак","Инт +9, Мдр +6",,"Общий, Гномий, Дварфийский, Драконий, Полуросликов, Троглодитский",пассивное Восприятие 12,+4 ,«Baldur's Gate: Descent Into Avernus»,"[3, -4]","[14, 2]","[12, 1]","[20, 5]","[15, 2]","[16, 3]","Крошечный? Зверь, хаотично-добрый, именной НИП"
2557,Теневой дракон (шаблон) [Shadow dragon template],https://dnd.su/bestiary/136-shadow-dragon-template/,,огонь,18,178 (17к10 + 85) ,,13 (10 000 опыта),"40 футов, летая 80 футов, лазая 40 футов",некротическая энергия,"Лов +4, Тел +9, Мдр +4, Хар +8",,"Общий, Драконий","слепое зрение? 30 футов, тёмное зрение? 120 футов, пассивное Восприятие 18",+5 ,«Monster manual»,"[23, 6]","[10, 0]","[21, 5]","[14, 2]","[11, 0]","[19, 4]","Большой? Дракон, хаотично-злой"
2558,Тиран смерти [Death tyrant],https://dnd.su/bestiary/44-death-tyrant/,"сбивание с ног?, паралич?, очарование?, окаменение?, истощение?, отравление?",яд,19,187 (25к10 + 50) ,подземье,14 (11 500 опыта),"0 футов, летая 20 футов (парит)",,"Сил +5, Тел +7, Инт +9, Мдр +7, Хар +9",,"Глубинная речь, Подземный","тёмное зрение? 120 футов, пассивное Восприятие 22",+5 ,«Monster manual»,"[10, 0]","[14, 2]","[14, 2]","[19, 4]","[15, 2]","[19, 4]","Большая? Нежить, законно-злая"
2559,Тифон [Typhon],https://dnd.su/bestiary/7211-typhon/,,"кислота, некротическая энергия",17,195 (17к12 + 85) ,,15 (13 000 опыта),40 футов,,Тел +10,,Общий,"тёмное зрение? 120 футов, пассивное Восприятие 11",+5 ,«Mythic Odysseys of Theros»,"[24, 7]","[10, 0]","[20, 5]","[7, -2]","[12, 1]","[13, 1]","Огромный? Монстр, хаотично-злой"
2560,Титивилус [Titivilus],https://dnd.su/bestiary/7046-titivilus/,"отравление?, очарование?, испуг?, истощение?","огонь, яд",20,150 (20к8 + 60) ,,16 (15 000 опыта),"40 футов, летая 60 футов","холод; дробящий, колющий, рубящий от немагических атак, кроме нанесённых посеребрённым оружием","Лов +11, Тел +8, Мдр +11, Хар +13",,"Все, Телепатия 120 фт.","тёмное зрение? 120 футов, пассивное Восприятие 16",+5 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[19, 4]","[22, 6]","[17, 3]","[24, 7]","[22, 6]","[26, 8]","Среднее? Исчадие (дьявол), обычно законно-злое"
2561,Тростани [Trostani],https://dnd.su/bestiary/17293-trostani/,"захват?, очарование?",,17,252 (24к10 + 120) ,,18 (20 000 опыта),30 футов,,"Тел +11, Мдр +16, Хар +13",,"Общий, Друидический, Сильван, Эльфийский","тёмное зрение? 120 футов, пассивное Восприятие 26",+6 ,«Guildmasters' guide to Ravnica»,"[19, 4]","[14, 2]","[20, 5]","[16, 3]","[30, 10]","[25, 7]","Большая? Фея, нейтрально-добрая, именной НИП"
2562,"Таша, ведьма [Tasha the Witch]",https://dnd.su/bestiary/15721-tasha-the-witch/,"испуг?, очарование?",,19,210 (28к8 + 84) ,,19 (22 000 опыта),30 футов,,"Инт +12, Мдр +7, Хар +12",,"Общий, Бездны, Драконий, Инфернальный, Небесный, Сильван, Эльфийский",пассивное Восприятие 11,+6 ,«Vecna: Eve of Ruin»,"[10, 0]","[18, 4]","[17, 3]","[23, 6]","[12, 1]","[22, 6]","Средний? Гуманоид (Человек, Волшебница), хаотично-нейтральный, именной НИП"
2563,Тробрианд [Trobriand],https://dnd.su/bestiary/6183-trobriand/,"паралич?, очарование?, отравление?, окаменение?, истощение?, испуг?","огонь, психическая энергия, яд; дробящий, колющий, рубящий от немагических атак, кроме нанесённых адамантиновым оружием",20,210 (20к10 + 100) ,,22 (41 000 опыта),30 футов,,,,Любой 6,"тёмное зрение? 120 футов, пассивное Восприятие 10",+7 ,«Waterdeep: Dungeon of the Mad Mage»,"[24, 7]","[9, -1]","[20, 5]","[20, 5]","[11, 0]","[1, -5]","Большой? Конструкт, без мировоззрения, именной НИП"
2564,Таназир Квандрикс [Tanazir Quandrix],https://dnd.su/bestiary/8329-tanazir-quandrix/,,"психическая энергия, силовое поле",21,444 (24к20 + 192) ,,24 (62 000 опыта),"40 футов, летая 80 футов (парит)",,"Лов +9, Тел +15, Мдр +11, Хар +10",,"Общий, Драконий, Телепатия 120 фт.","слепое зрение? 120 футов, пассивное Восприятие 28",+7 ,«Strixhaven: A Curriculum of Chaos»,"[28, 9]","[14, 2]","[27, 8]","[28, 9]","[18, 4]","[17, 3]","Громадный? Дракон (Волшебник), законно-нейтральный, именной НИП"
2565,Тромократ [Tromokratis],https://dnd.su/bestiary/7216-tromokratis/,"испуг?, опутанность?, очарование?, паралич?","огонь; дробящий, колющий, рубящий от немагических атак",22,409 (21к20 + 189) ,,26 (90 000 опыта),"30 футов, плавая 80 футов","звук, холод, электричество","Инт +14, Мдр +8",,,"истинное зрение? 120 футов, пассивное Восприятие 10",+8 ,«Mythic Odysseys of Theros»,"[30, 10]","[11, 0]","[29, 9]","[22, 6]","[11, 0]","[10, 0]","Громадный? Монстр (титан), любое мировоззрение, именной НИП"
2566,Тараск [Tarrasque],https://dnd.su/bestiary/300-tarrasque/,"паралич?, очарование?, отравление?, испуг?","огонь, яд; дробящий, колющий, рубящий от немагических атак",25,676 (33к20 + 330) ,город,30 (155 000 опыта),40 футов,,"Инт +5, Мдр +9, Хар +9",,,"слепое зрение? 120 футов, пассивное Восприятие 10",+9 ,«Monster manual»,"[30, 10]","[11, 0]","[30, 10]","[3, -4]","[11, 0]","[11, 0]","Громадный? Монстр (титан), без мировоззрения"
2567,Тиамат [Tiamat],https://dnd.su/bestiary/491-tiamat/,"ослепление?, отравление?, очарование?, глухота?, испуг?, ошеломление?","кислота, огонь, холод, электричество, яд; дробящий, колющий, рубящий от немагических атак",25,615 (30к20 + 300) ,,30 (155 000 опыта),"60 футов, летая 120 футов",,"Сил +19, Лов +9, Мдр +17",,"Общий, Драконий, Инфернальный","истинное зрение? 120 футов, тёмное зрение? 240 футов, пассивное Восприятие 36",+9 ,«The Rise of Tiamat»,"[30, 10]","[10, 0]","[30, 10]","[26, 8]","[26, 8]","[28, 9]","Громадное? Исчадие, хаотично-злое, именной НИП"
2568,Таран [Ram],https://dnd.su/bestiary/8975-ram/,,"психическая энергия, яд",15,100,,,,,,,,,,«Dungeon master's guide»,,,,,,,Большой? Объект
2569,Требушет [Trebuchet],https://dnd.su/bestiary/8976-trebuchet/,,"психическая энергия, яд",15,150,,,,,,,,,,«Dungeon master's guide»,,,,,,,Огромный? Объект
2570,Танцующий предмет [Dancing Item],https://dnd.su/bestiary/3989-dancing-item/,"отравление?, очарование?, испуг?, истощение?","психическая энергия, яд",16,10 + пятикратный уровень барда,,,"30 футов, летая 30 футов (парит)",,,,"понимает языки, на которых вы говорите","тёмное зрение? 60 футов, пассивное Восприятие 10",равен вашему бонусу,«Tasha's Cauldron of Everything»,"[18, 4]","[14, 2]","[16, 3]","[4, -3]","[10, 0]","[6, -2]","Большой или меньшего размера Конструкт, без мировоззрения"
2571,Ургала Мелтимер [Urgala Meltimer],https://dnd.su/bestiary/7785-urgala-meltimer/,,,12,52 (8к8 + 16) ,,0 (0 или 10 опыта),30 футов,,,,"Общий, Великаний",пассивное Восприятие 12,+2 ,«Storm King's Thunder»,"[16, 3]","[13, 1]","[14, 2]","[12, 1]","[14, 2]","[13, 1]","Средний? Гуманоид (человек тёрами), законно-добрый, именной НИП"
2572,Узома Батен [Uzoma Baten],https://dnd.su/bestiary/8544-uzoma-baten/,,,16,11 (2к8 + 2) ,"город, горы, лес, луг, побережье, пустыня, холмы",1/8 (25 опыта),30 футов,яд,,,Все,пассивное Восприятие 12,+2 ,«Journeys through the Radiant Citadel»,"[13, 1]","[12, 1]","[12, 1]","[10, 0]","[11, 0]","[10, 0]","Средний? Гуманоид (Дварф), законно-добрый, именной НИП"
2573,Усоногая Бесс [Barnacle Bess],https://dnd.su/bestiary/7559-barnacle-bess/,,,15,13 (3к8) ,побережье,1/8 (25 опыта),"30 футов, плавая 30 футов",,,,Общий,"слепое зрение? 30 футов, пассивное Восприятие 9",+2 ,«Ghosts of Saltmarsh»,"[13, 1]","[15, 2]","[11, 0]","[10, 0]","[9, -1]","[3, -4]","Средний? Зверь, законно-нейтральный, именной НИП"
